file,true_label,ai_percentage,confidence,strong_signals,strong_human_signals,sentence_uniformity,vocab_diversity,repetition_score,pos_pattern,ai_phrases,passive_voice,ngram_diversity,readability,punctuation_diversity,burstiness,human_indicators,semantic_coherence,statistical_outliers,transition_dependency,error_authenticity,contextual_consistency,writing_rhythm,citation_density,information_density,quote_integration_pattern,paragraph_structure,hedging_language,sentence_starter_repetition,comma_splice_runon,vocabulary_consistency,question_density,personal_anecdote,emotional_variation,cliche_usage,meta_commentary,numbered_list,sentence_complexity,slang,contractions,first_person_immediacy,filler_words,sentence_fragments,emphatic_punctuation,punctuation_chaos,informal_punctuation,direct_address,casual_time_refs,strong_opinions,burstiness_score,sentence_entropy,stylometric_signature,discourse_coherence,synonym_overuse,specificity_ratio,punctuation_rhythm,sentence_transition_quality,lexical_sophistication,paragraph_topic_consistency,self_correction,sentence_perplexity_variance
human_1832.txt,human,43.7,87.1,0,0,46.9,42.1,80.0,40.6,0.0,70.0,0.0,55.0,50.0,22.7,95.0,37.2,28.0,0.0,38.0,42.0,63.8,0.0,54.8,50.0,75.0,11.6,7.1,12.0,47.9,45.0,45.0,37.2,50.0,50.0,0.0,33.5,50.0,55.0,50.0,20.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,40.0,25.0,30.0,45.0,62.0,50.0,42.0,45.0,62.0,28.0,50.0,50
human_1833.txt,human,44.7,90.5,0,0,50.3,53.2,85.6,47.5,12.0,60.0,0.0,65.0,60.0,27.4,68.0,22.6,5.6,5.9,25.0,42.0,34.3,0.0,35.7,50.0,39.2,2.5,51.8,28.0,50.0,50.0,32.0,22.6,50.0,50.0,0.0,28.9,50.0,55.0,1.0,20.0,50.0,35.0,30.0,30.0,5.0,25.0,50.0,40.0,25.0,65.0,45.0,60.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1834.txt,human,42.7,85.6,0,0,0.0,46.1,88.0,41.4,0.0,30.0,0.0,65.0,40.0,24.8,50.0,21.1,28.0,0.0,0.0,55.0,37.4,0.0,34.8,50.0,59.5,7.5,15.0,0.0,50.0,20.0,45.0,21.1,50.0,50.0,0.0,24.4,50.0,55.0,35.0,0.0,35.0,20.0,0.0,0.0,0.0,25.0,50.0,25.0,25.0,0.0,45.0,50.0,50.0,25.0,45.0,50.0,28.0,50.0,50
human_1835.txt,human,44.9,90.9,0,0,36.0,46.9,85.0,39.2,0.0,10.0,0.0,65.0,60.0,26.9,57.0,23.4,38.0,7.7,38.0,42.0,33.5,0.0,33.2,50.0,60.0,12.8,65.0,28.0,50.0,45.0,32.0,23.4,50.0,50.0,0.0,26.1,50.0,55.0,35.0,0.0,35.0,50.0,50.0,50.0,5.0,25.0,50.0,40.0,25.0,30.0,45.0,60.0,65.0,42.0,28.0,62.0,28.0,50.0,50
human_1836.txt,human,48.4,92.1,0,0,30.1,63.0,95.0,38.7,12.0,70.0,0.0,65.0,40.0,27.2,51.0,22.8,0.0,4.9,38.0,52.0,60.4,0.0,39.9,50.0,60.0,40.6,60.0,12.0,50.0,45.0,28.0,22.8,50.0,50.0,0.0,33.3,50.0,55.0,35.0,0.0,50.0,50.0,50.0,50.0,5.0,25.0,50.0,25.0,25.0,30.0,45.0,60.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1837.txt,human,48.7,91.0,0,0,28.9,51.1,95.0,40.0,0.0,30.0,0.0,65.0,70.0,20.8,48.0,21.7,0.0,4.1,4.0,55.0,62.4,0.0,52.9,50.0,52.4,20.6,65.0,40.0,49.5,50.0,45.0,21.7,50.0,50.0,0.0,10.6,50.0,55.0,25.0,0.0,35.0,50.0,50.0,50.0,0.0,25.0,50.0,25.0,25.0,65.0,45.0,60.0,65.0,60.0,28.0,50.0,28.0,50.0,50
human_1838.txt,human,47.4,85.7,0,0,12.4,52.7,86.7,46.6,12.0,20.0,0.0,65.0,60.0,16.3,86.0,30.0,28.0,2.4,0.0,55.0,58.6,0.0,49.4,50.0,57.1,8.0,54.0,40.0,48.0,50.0,55.0,30.0,50.0,50.0,0.0,22.9,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,5.0,25.0,50.0,25.0,25.0,30.0,45.0,62.0,30.0,42.0,28.0,62.0,28.0,50.0,50
human_1839.txt,human,40.7,83.8,0,0,10.0,31.7,80.0,38.5,0.0,20.0,0.0,65.0,60.0,31.3,57.0,35.5,28.0,4.4,50.0,32.0,34.1,0.0,33.2,50.0,90.0,0.0,14.3,50.0,50.0,50.0,45.0,35.5,50.0,50.0,0.0,23.3,50.0,55.0,50.0,35.0,50.0,50.0,50.0,50.0,25.0,50.0,45.0,25.0,25.0,30.0,45.0,50.0,50.0,42.0,45.0,50.0,28.0,50.0,50
human_184.txt,human,39.4,79.6,0,0,0.0,24.2,26.0,41.4,0.0,10.0,0.0,65.0,50.0,40.5,97.0,35.3,28.0,6.3,50.0,55.0,26.3,0.0,36.1,50.0,50.0,0.0,30.0,28.0,50.0,50.0,55.0,35.3,50.0,50.0,0.0,17.3,50.0,50.0,50.0,35.0,50.0,50.0,0.0,50.0,25.0,50.0,45.0,25.0,25.0,0.0,45.0,50.0,65.0,25.0,45.0,30.0,50.0,50.0,50
human_1840.txt,human,47.4,89.7,0,0,8.0,61.7,95.0,40.2,24.0,70.0,0.0,65.0,30.0,26.7,29.0,21.4,28.0,6.7,0.0,42.0,22.6,0.0,46.2,50.0,56.9,15.7,41.9,0.0,50.0,45.0,45.0,21.4,50.0,50.0,0.0,26.0,50.0,55.0,50.0,0.0,35.0,0.0,0.0,30.0,5.0,50.0,45.0,25.0,25.0,30.0,45.0,60.0,50.0,25.0,28.0,50.0,28.0,50.0,50
human_1841.txt,human,46.7,91.0,0,0,22.8,47.6,86.5,49.8,12.0,50.0,0.0,65.0,60.0,11.3,81.0,24.5,3.2,0.0,38.0,42.0,60.6,0.0,51.8,50.0,40.7,0.0,9.1,50.0,48.2,50.0,45.0,24.5,50.0,50.0,0.0,19.9,50.0,55.0,50.0,20.0,50.0,35.0,30.0,6.0,5.0,50.0,50.0,25.0,25.0,30.0,45.0,60.0,65.0,42.0,28.0,62.0,28.0,50.0,50
human_1842.txt,human,37.7,77.1,0,0,4.4,37.1,32.3,40.6,0.0,70.0,0.0,65.0,30.0,26.8,38.0,26.0,0.0,0.0,50.0,42.0,23.4,0.0,35.3,50.0,60.0,7.3,35.4,40.0,50.0,45.0,32.0,26.0,50.0,50.0,0.0,28.1,50.0,55.0,35.0,0.0,35.0,50.0,50.0,50.0,5.0,50.0,50.0,25.0,25.0,0.0,45.0,70.0,65.0,25.0,45.0,50.0,28.0,50.0,50
human_1843.txt,human,39.1,80.2,0,0,57.3,39.3,21.7,43.4,12.0,60.0,0.0,65.0,60.0,25.4,58.0,24.8,28.0,0.0,38.0,42.0,30.0,0.0,38.4,50.0,42.1,12.5,50.4,40.0,50.0,50.0,28.0,24.8,50.0,50.0,0.0,19.7,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,45.0,40.0,25.0,65.0,45.0,60.0,50.0,42.0,28.0,62.0,28.0,50.0,50
human_1844.txt,human,40.6,82.6,0,0,29.3,37.5,8.1,47.2,0.0,60.0,0.0,65.0,60.0,14.8,82.0,23.4,0.0,4.3,0.0,42.0,46.7,0.0,57.3,50.0,0.0,0.0,28.0,50.0,47.2,50.0,32.0,23.4,50.0,50.0,0.0,20.5,50.0,55.0,50.0,20.0,50.0,20.0,0.0,6.0,5.0,25.0,45.0,25.0,25.0,65.0,45.0,60.0,65.0,42.0,28.0,62.0,28.0,50.0,50
human_1845.txt,human,40.1,86.1,0,0,64.0,41.9,25.2,41.2,12.0,10.0,0.0,65.0,50.0,14.8,42.0,24.7,0.0,0.0,38.0,42.0,64.7,0.0,31.9,50.0,60.0,14.0,33.0,4.0,50.0,45.0,55.0,24.7,50.0,50.0,0.0,27.7,50.0,55.0,35.0,35.0,35.0,35.0,30.0,50.0,5.0,50.0,50.0,60.0,25.0,35.0,45.0,60.0,50.0,42.0,28.0,62.0,28.0,50.0,50
human_1846.txt,human,41.9,82.4,0,0,41.8,50.8,80.0,42.6,12.0,0.0,0.0,40.0,50.0,26.6,44.0,26.6,28.0,0.0,4.0,42.0,29.0,0.0,31.8,50.0,37.3,0.0,44.7,12.0,50.0,45.0,45.0,26.6,50.0,50.0,0.0,19.2,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,5.0,50.0,45.0,40.0,25.0,35.0,45.0,62.0,50.0,42.0,45.0,50.0,28.0,50.0,50
human_1847.txt,human,49.7,94.3,0,0,34.0,55.7,95.0,45.4,24.0,100.0,0.0,65.0,60.0,21.4,73.0,23.4,5.6,1.5,38.0,52.0,27.0,0.0,43.0,50.0,41.0,5.0,53.5,0.0,50.0,50.0,55.0,23.4,50.0,50.0,0.0,27.8,50.0,55.0,35.0,20.0,50.0,35.0,30.0,50.0,0.0,25.0,45.0,40.0,25.0,30.0,45.0,99.0,50.0,42.0,28.0,62.0,28.0,50.0,50
human_1848.txt,human,46.0,85.3,0,0,21.6,62.5,86.2,45.5,0.0,20.0,0.0,65.0,60.0,36.2,78.0,21.9,38.0,0.0,50.0,42.0,60.4,0.0,32.0,50.0,52.1,22.6,49.7,0.0,50.0,50.0,55.0,21.9,50.0,50.0,0.0,21.9,50.0,55.0,50.0,20.0,35.0,50.0,50.0,50.0,5.0,50.0,45.0,25.0,25.0,0.0,45.0,70.0,50.0,42.0,43.0,30.0,28.0,50.0,50
human_1849.txt,human,40.3,89.4,0,0,19.8,51.2,80.0,39.3,12.0,50.0,0.0,65.0,70.0,31.3,30.0,22.0,8.8,1.8,38.0,42.0,58.0,0.0,44.4,50.0,60.0,9.2,50.0,0.0,50.0,50.0,45.0,22.0,50.0,50.0,0.0,25.4,50.0,55.0,25.0,20.0,50.0,50.0,50.0,30.0,5.0,25.0,45.0,25.0,25.0,30.0,45.0,60.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_185.txt,human,37.8,76.4,0,0,1.7,23.3,27.5,36.9,0.0,30.0,0.0,65.0,0.0,32.9,72.0,25.8,9.6,0.0,38.0,42.0,29.2,0.0,24.0,50.0,50.0,0.0,9.1,20.0,50.0,45.0,55.0,25.8,50.0,50.0,0.0,31.8,50.0,50.0,50.0,20.0,35.0,50.0,0.0,50.0,0.0,50.0,50.0,25.0,25.0,0.0,45.0,50.0,50.0,42.0,45.0,50.0,50.0,50.0,50
human_1850.txt,human,39.1,78.2,0,0,38.5,43.5,33.9,40.5,0.0,30.0,0.0,40.0,60.0,26.6,58.0,24.5,0.0,0.0,38.0,55.0,30.0,0.0,28.7,50.0,59.7,22.7,11.1,40.0,50.0,45.0,45.0,24.5,50.0,50.0,0.0,19.4,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,40.0,25.0,35.0,45.0,50.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1851.txt,human,43.2,78.4,0,0,33.1,55.1,90.0,35.3,0.0,20.0,0.0,40.0,70.0,37.6,34.0,21.7,7.2,0.0,25.0,42.0,32.9,0.0,16.1,50.0,33.9,11.5,34.3,4.0,50.0,50.0,45.0,21.7,50.0,50.0,0.0,23.4,50.0,55.0,50.0,0.0,50.0,50.0,30.0,30.0,5.0,50.0,50.0,40.0,25.0,0.0,30.0,50.0,50.0,42.0,28.0,30.0,28.0,50.0,50
human_1852.txt,human,49.3,87.2,0,0,39.6,66.2,95.0,36.7,24.0,60.0,0.0,65.0,60.0,29.9,60.0,21.9,38.0,2.0,38.0,42.0,64.1,0.0,31.8,50.0,60.0,27.2,50.0,20.0,50.0,50.0,45.0,21.9,50.0,50.0,0.0,33.8,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,30.0,45.0,62.0,30.0,42.0,28.0,50.0,28.0,50.0,50
human_1853.txt,human,45.4,85.4,0,0,21.4,59.8,85.0,43.4,0.0,50.0,0.0,65.0,40.0,28.6,67.0,28.7,10.4,1.8,25.0,42.0,63.7,0.0,66.4,50.0,49.2,24.0,50.0,0.0,50.0,45.0,32.0,28.7,50.0,50.0,0.0,24.9,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,25.0,50.0,50.0,25.0,25.0,30.0,45.0,70.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1854.txt,human,50.6,87.2,0,0,57.3,52.0,90.9,48.8,0.0,20.0,0.0,65.0,80.0,17.9,63.0,26.0,28.0,3.4,50.0,55.0,65.0,0.0,34.4,50.0,60.0,16.9,33.0,50.0,49.1,50.0,55.0,26.0,50.0,50.0,0.0,24.7,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,65.0,45.0,60.0,30.0,60.0,45.0,62.0,28.0,50.0,50
human_1855.txt,human,46.0,83.5,0,0,52.1,48.6,85.0,36.9,0.0,30.0,0.0,40.0,60.0,22.8,78.0,26.6,5.6,0.0,25.0,65.0,65.0,0.0,24.3,50.0,75.0,16.6,19.1,28.0,50.0,50.0,45.0,26.6,50.0,50.0,0.0,20.6,50.0,55.0,50.0,0.0,35.0,50.0,50.0,30.0,25.0,50.0,50.0,40.0,25.0,35.0,45.0,50.0,30.0,60.0,28.0,62.0,28.0,50.0,50
human_1856.txt,human,47.0,82.1,0,0,20.9,54.6,95.0,36.3,0.0,60.0,0.0,65.0,50.0,27.2,23.0,26.0,0.0,2.9,25.0,42.0,44.4,0.0,43.5,50.0,58.3,26.2,43.5,0.0,50.0,45.0,24.0,26.0,50.0,50.0,0.0,31.0,50.0,55.0,50.0,0.0,35.0,50.0,50.0,0.0,5.0,50.0,50.0,25.0,25.0,0.0,45.0,70.0,65.0,25.0,28.0,50.0,28.0,50.0,50
human_1857.txt,human,45.7,84.5,0,0,31.6,50.9,90.0,40.6,0.0,20.0,0.0,65.0,70.0,23.0,80.0,22.0,4.8,3.0,38.0,55.0,62.0,0.0,50.6,50.0,41.1,34.9,53.8,4.0,49.4,50.0,32.0,22.0,50.0,50.0,0.0,23.0,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,5.0,50.0,50.0,25.0,25.0,30.0,45.0,60.0,50.0,42.0,28.0,62.0,28.0,50.0,50
human_1858.txt,human,49.2,87.1,0,0,47.0,50.8,95.0,37.9,0.0,40.0,0.0,65.0,60.0,23.2,51.0,27.7,28.0,3.8,0.0,42.0,64.8,0.0,41.4,50.0,75.0,12.7,50.6,50.0,50.0,50.0,45.0,27.7,50.0,50.0,0.0,33.1,50.0,55.0,35.0,0.0,50.0,50.0,50.0,50.0,25.0,50.0,45.0,40.0,25.0,30.0,45.0,99.0,50.0,42.0,28.0,62.0,28.0,50.0,50
human_1859.txt,human,45.4,85.2,0,0,45.9,52.3,85.8,40.4,0.0,20.0,0.0,65.0,50.0,32.2,62.0,23.2,28.0,0.0,50.0,42.0,50.0,0.0,44.8,50.0,90.0,7.0,25.8,40.0,50.0,30.0,45.0,23.2,50.0,50.0,0.0,21.6,50.0,55.0,25.0,0.0,50.0,50.0,50.0,50.0,5.0,25.0,45.0,40.0,25.0,35.0,60.0,50.0,65.0,42.0,28.0,30.0,28.0,50.0,50
human_186.txt,human,46.5,71.3,0,0,32.4,19.1,88.8,26.2,0.0,0.0,0.0,65.0,30.0,31.3,90.0,23.8,38.0,14.9,50.0,55.0,65.0,0.0,20.4,50.0,50.0,74.3,25.0,40.0,50.0,50.0,55.0,23.8,50.0,50.0,0.0,26.7,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0,25.0,50.0,50.0,40.0,40.0,0.0,50.0,50.0,30.0,42.0,28.0,50.0,50.0,50.0,50
human_1860.txt,human,46.3,87.2,0,0,33.4,48.8,86.2,37.7,24.0,10.0,0.0,65.0,50.0,29.0,65.0,22.4,50.0,0.0,4.0,42.0,47.7,0.0,63.7,50.0,75.0,12.0,62.2,0.0,49.9,30.0,45.0,22.4,50.0,50.0,0.0,23.7,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,25.0,50.0,50.0,40.0,25.0,30.0,45.0,70.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1861.txt,human,50.3,93.6,0,0,23.6,48.9,95.0,44.4,36.0,10.0,0.0,65.0,70.0,26.6,77.0,23.8,9.6,9.0,0.0,55.0,59.5,0.0,31.8,50.0,60.0,7.5,57.9,40.0,50.0,50.0,45.0,23.8,50.0,50.0,0.0,30.8,50.0,50.0,50.0,0.0,50.0,35.0,30.0,50.0,0.0,25.0,50.0,25.0,25.0,30.0,45.0,70.0,50.0,42.0,45.0,50.0,28.0,50.0,50
human_1862.txt,human,44.4,83.0,0,0,36.2,48.0,85.3,36.9,0.0,50.0,0.0,65.0,40.0,29.0,40.0,22.4,28.0,0.0,50.0,42.0,28.1,0.0,33.6,50.0,34.5,20.8,43.8,28.0,50.0,30.0,45.0,22.4,50.0,50.0,0.0,22.8,50.0,55.0,50.0,20.0,50.0,50.0,50.0,30.0,25.0,50.0,50.0,40.0,25.0,35.0,45.0,62.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1863.txt,human,48.8,84.1,0,0,29.2,56.1,95.0,37.7,12.0,0.0,0.0,65.0,40.0,30.7,47.0,22.0,7.2,0.0,0.0,55.0,61.5,0.0,50.5,50.0,70.0,20.3,47.2,4.0,50.0,45.0,32.0,22.0,50.0,50.0,0.0,26.7,50.0,55.0,50.0,0.0,50.0,50.0,50.0,30.0,5.0,50.0,50.0,25.0,25.0,0.0,45.0,62.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1864.txt,human,48.3,85.3,0,0,52.9,41.7,92.3,47.1,0.0,20.0,0.0,65.0,40.0,25.8,59.0,21.3,38.0,0.0,38.0,65.0,65.0,0.0,44.2,50.0,60.0,4.6,30.7,12.0,50.0,45.0,55.0,21.3,50.0,50.0,0.0,15.0,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,0.0,50.0,50.0,40.0,25.0,35.0,45.0,62.0,65.0,42.0,28.0,62.0,28.0,50.0,50
human_1865.txt,human,44.0,80.2,0,0,10.2,45.7,88.6,36.9,0.0,10.0,0.0,40.0,60.0,38.4,56.0,23.0,0.0,0.0,25.0,42.0,31.4,0.0,20.7,50.0,60.0,0.0,32.0,20.0,50.0,50.0,55.0,23.0,50.0,50.0,0.0,31.6,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,0.0,50.0,45.0,25.0,25.0,0.0,45.0,62.0,30.0,42.0,45.0,30.0,28.0,50.0,50
human_1866.txt,human,46.4,94.6,0,0,46.8,64.5,85.8,42.8,12.0,90.0,0.0,65.0,40.0,26.7,54.0,22.3,38.0,0.0,0.0,42.0,48.4,0.0,66.0,50.0,43.9,11.8,65.6,12.0,49.8,45.0,45.0,22.3,50.0,50.0,0.0,25.6,50.0,55.0,35.0,0.0,50.0,35.0,30.0,50.0,5.0,50.0,45.0,40.0,25.0,65.0,45.0,90.0,65.0,42.0,27.0,50.0,28.0,50.0,50
human_1867.txt,human,47.0,82.2,0,0,12.7,55.6,95.0,40.4,0.0,70.0,0.0,65.0,40.0,27.2,44.0,21.1,2.4,1.9,0.0,42.0,35.0,0.0,43.7,50.0,48.6,16.2,52.1,12.0,50.0,50.0,32.0,21.1,50.0,50.0,0.0,26.3,50.0,55.0,50.0,20.0,35.0,50.0,50.0,30.0,5.0,50.0,45.0,25.0,25.0,30.0,45.0,60.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1868.txt,human,44.3,89.4,0,0,35.6,42.9,86.1,41.6,12.0,20.0,0.0,65.0,60.0,31.0,60.0,22.0,38.0,2.2,38.0,42.0,37.4,0.0,35.8,50.0,55.0,3.7,54.3,12.0,50.0,50.0,45.0,22.0,50.0,50.0,0.0,19.0,50.0,55.0,1.0,20.0,35.0,50.0,50.0,30.0,5.0,25.0,45.0,40.0,25.0,0.0,45.0,60.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1869.txt,human,48.4,83.3,0,0,61.5,59.6,92.1,44.7,0.0,10.0,0.0,40.0,60.0,35.1,50.0,20.0,9.6,2.2,50.0,55.0,50.0,0.0,15.0,50.0,45.0,14.8,55.0,50.0,50.0,45.0,45.0,20.0,50.0,50.0,0.0,19.3,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,5.0,50.0,50.0,60.0,25.0,35.0,45.0,60.0,30.0,42.0,15.0,50.0,28.0,50.0,50
human_187.txt,human,47.6,86.5,0,0,0.0,47.5,85.0,46.7,12.0,20.0,0.0,65.0,20.0,23.5,78.0,20.4,38.0,4.5,50.0,32.0,57.2,0.0,82.7,50.0,50.0,0.0,11.1,50.0,50.0,50.0,55.0,20.4,50.0,35.0,0.0,34.8,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,25.0,25.0,0.0,45.0,62.0,50.0,42.0,45.0,62.0,50.0,50.0,50
human_1870.txt,human,48.1,91.5,0,0,32.4,51.6,95.0,42.5,12.0,60.0,0.0,65.0,60.0,24.7,56.0,20.1,0.8,0.0,38.0,42.0,33.0,0.0,33.6,50.0,59.3,48.3,48.8,28.0,50.0,50.0,55.0,20.1,50.0,50.0,0.0,18.9,50.0,55.0,25.0,0.0,50.0,50.0,50.0,50.0,5.0,25.0,50.0,40.0,25.0,65.0,45.0,62.0,30.0,42.0,28.0,50.0,28.0,50.0,50
human_1871.txt,human,39.5,85.4,0,0,60.4,38.0,38.4,43.7,0.0,20.0,0.0,40.0,60.0,37.5,47.0,35.0,28.0,0.0,38.0,32.0,35.0,0.0,21.8,50.0,60.0,5.7,28.7,40.0,50.0,50.0,45.0,35.0,50.0,50.0,0.0,17.4,50.0,55.0,1.0,20.0,35.0,50.0,50.0,50.0,5.0,25.0,50.0,60.0,25.0,35.0,45.0,60.0,50.0,60.0,28.0,30.0,28.0,50.0,50
human_1872.txt,human,38.6,85.4,0,0,0.0,42.9,65.0,39.1,0.0,10.0,0.0,65.0,50.0,22.3,37.0,22.0,12.0,1.6,0.0,42.0,28.2,0.0,42.2,50.0,33.6,13.2,23.3,28.0,50.0,50.0,45.0,22.0,50.0,50.0,0.0,23.1,50.0,55.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,50.0,50.0,25.0,25.0,30.0,45.0,70.0,65.0,42.0,45.0,62.0,28.0,50.0,50
human_1873.txt,human,46.8,88.3,0,0,5.6,55.4,95.0,40.5,0.0,10.0,0.0,65.0,50.0,37.4,58.0,23.4,10.4,2.1,0.0,42.0,29.9,0.0,30.1,50.0,55.0,7.0,47.2,28.0,50.0,45.0,45.0,23.4,50.0,50.0,0.0,18.3,50.0,55.0,35.0,20.0,50.0,35.0,30.0,50.0,0.0,50.0,50.0,25.0,25.0,0.0,45.0,60.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1874.txt,human,46.5,87.7,0,0,35.7,54.0,85.7,38.1,12.0,30.0,0.0,65.0,40.0,26.6,69.0,47.2,38.0,3.3,0.0,55.0,33.1,0.0,47.7,50.0,25.0,5.5,39.4,20.0,49.7,30.0,55.0,47.2,50.0,50.0,0.0,28.5,50.0,55.0,50.0,35.0,35.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,65.0,60.0,62.0,65.0,42.0,28.0,50.0,28.0,50.0,50
human_1875.txt,human,50.4,88.4,0,0,38.1,73.3,93.5,42.8,12.0,20.0,0.0,65.0,70.0,26.6,79.0,21.7,0.0,0.0,50.0,42.0,63.6,0.0,56.8,50.0,90.0,4.3,32.0,12.0,50.0,50.0,55.0,21.7,50.0,50.0,0.0,30.2,50.0,55.0,50.0,20.0,50.0,50.0,50.0,50.0,25.0,50.0,45.0,40.0,25.0,30.0,45.0,62.0,50.0,42.0,27.0,50.0,28.0,50.0,50
human_1876.txt,human,40.4,81.8,0,0,8.8,47.0,38.8,42.1,24.0,60.0,0.0,65.0,30.0,27.4,83.0,21.8,5.6,2.7,4.0,32.0,34.0,0.0,49.5,50.0,90.0,31.7,20.0,12.0,50.0,45.0,55.0,21.8,50.0,50.0,0.0,28.1,50.0,55.0,35.0,20.0,50.0,50.0,50.0,30.0,25.0,50.0,50.0,25.0,25.0,30.0,45.0,62.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1877.txt,human,50.1,91.8,0,0,7.5,47.3,90.8,36.0,12.0,20.0,0.0,65.0,30.0,19.9,30.0,65.0,38.0,0.0,4.0,55.0,31.1,0.0,46.2,50.0,60.0,24.8,31.8,12.0,50.0,45.0,45.0,65.0,50.0,50.0,0.0,25.6,50.0,55.0,50.0,0.0,35.0,35.0,30.0,6.0,0.0,50.0,50.0,25.0,25.0,35.0,45.0,50.0,50.0,42.0,28.0,50.0,28.0,50.0,50
human_1878.txt,human,46.9,85.4,0,0,41.7,31.4,87.5,39.5,0.0,20.0,0.0,40.0,60.0,23.3,88.0,24.1,8.8,0.0,38.0,52.0,40.0,0.0,28.2,50.0,90.0,0.0,54.3,28.0,50.0,50.0,55.0,24.1,50.0,50.0,0.0,27.1,50.0,55.0,50.0,35.0,50.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,35.0,45.0,50.0,50.0,42.0,45.0,50.0,28.0,50.0,50
human_1879.txt,human,41.7,80.1,0,0,9.2,47.6,17.8,47.0,0.0,10.0,0.0,55.0,50.0,6.4,81.0,30.0,9.6,3.9,50.0,42.0,34.8,0.0,55.6,50.0,60.0,6.4,37.4,20.0,46.8,45.0,45.0,30.0,50.0,50.0,0.0,31.0,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,0.0,50.0,50.0,25.0,25.0,30.0,45.0,62.0,65.0,42.0,28.0,62.0,28.0,50.0,50
human_188.txt,human,49.0,75.3,0,0,69.9,34.0,86.7,46.8,0.0,30.0,0.0,65.0,60.0,26.7,84.0,80.0,38.0,0.0,50.0,32.0,65.0,0.0,44.3,50.0,50.0,0.0,16.7,50.0,49.9,50.0,32.0,80.0,50.0,50.0,0.0,33.3,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,60.0,40.0,65.0,45.0,50.0,65.0,60.0,28.0,62.0,50.0,50.0,50
human_1880.txt,human,45.8,86.2,0,0,52.5,54.9,86.6,41.8,12.0,40.0,0.0,65.0,60.0,25.0,54.0,25.5,38.0,2.6,38.0,55.0,30.0,0.0,53.4,50.0,50.2,17.3,58.8,12.0,48.9,45.0,32.0,25.5,50.0,50.0,0.0,24.3,50.0,55.0,50.0,0.0,35.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,65.0,45.0,60.0,65.0,42.0,12.0,50.0,28.0,50.0,50
human_1881.txt,human,47.2,86.2,0,0,54.1,48.6,89.3,43.3,0.0,0.0,0.0,65.0,60.0,25.7,74.0,27.6,38.0,0.0,50.0,55.0,39.8,0.0,36.3,50.0,44.8,21.7,55.0,50.0,50.0,50.0,45.0,27.6,50.0,50.0,0.0,20.7,50.0,55.0,50.0,0.0,50.0,50.0,50.0,50.0,5.0,50.0,50.0,40.0,25.0,65.0,45.0,50.0,50.0,42.0,27.0,50.0,28.0,50.0,50
human_1882.txt,human,44.5,89.8,0,0,46.1,48.9,88.6,43.7,0.0,30.0,0.0,65.0,60.0,25.2,67.0,21.6,28.0,0.0,25.0,42.0,33.4,0.0,37.3,50.0,39.2,7.8,46.1,0.0,50.0,45.0,32.0,21.6,50.0,50.0,0.0,24.2,50.0,50.0,25.0,0.0,35.0,50.0,50.0,30.0,0.0,25.0,45.0,40.0,25.0,65.0,45.0,62.0,50.0,42.0,28.0,62.0,28.0,50.0,50
